"","Estimate"
"4278",51481.1867080627
"4279",19200.1696706397
"4280",70035.4491196158
"4281",23249.4708597813
"4282",70644.4919871895
"4283",11927.4247433485
"4284",50960.8282404763
"4285",27979.6516984219
"4286",53819.4205121698
"4287",17060.0634590171
"4288",15371.4428403783
"4289",36535.6774957559
"4290",38240.377146765
"4291",43296.2543686911
"4292",52927.8923465089
"4293",17893.9459284816
"4294",19817.05662334
"4295",41978.5748864865
"4296",14601.9375580395
"4297",37636.6069531834
"4298",61406.2105598711
"4299",59515.9293149501
"4300",18776.5233421414
"4301",23095.2186426908
"4302",94105.9255855477
"4303",13655.8467217321
"4304",19818.8193554322
"4305",52594.8463166037
"4306",34398.515321732
"4307",44089.0552441057
"4308",21713.6605409631
"4309",33178.0989647123
"4310",44088.6247956566
"4311",41603.7915572432
"4312",56097.3827125424
"4313",83718.2679953251
"4314",30843.8489562551
"4315",24482.8750325866
"4316",62796.9141705548
"4317",28590.3594402776
"4318",48819.4899627622
"4319",35630.0562153104
"4320",18217.3678593427
"4321",19356.4766342688
"4322",169725.466227661
"4323",87310.2330432765
"4324",37738.1803769693
"4325",11031.6710303671
"4326",48405.0881198374
"4327",45174.6605809777
"4328",19950.6621395981
"4329",40281.8251772111
"4330",36286.2255075169
"4331",42198.6381016995
"4332",38281.1945548772
"4333",25546.5347338813
"4334",36685.6504805688
"4335",28842.0126692228
"4336",60814.9652850374
"4337",55535.2184148008
"4338",12717.4749361096
"4339",25260.5867026616
"4340",38615.9354560617
"4341",14415.4745133495
"4342",50807.6946656687
"4343",106322.381917613
"4344",78403.2580373423
"4345",37909.3103689216
"4346",85001.6147603977
"4347",88383.1680871721
"4348",24484.0875453963
"4349",109201.154421115
"4350",51007.3949091615
"4351",13466.2205849528
"4352",22552.1159983979
"4353",39622.4478124035
"4354",73968.0442109263
"4355",141154.675467697
"4356",61669.6997455251
"4357",12168.9282498245
"4358",80226.6381912909
"4359",56539.9998731281
"4360",47789.304002681
"4361",42457.5705676699
"4362",9264.62538328717
"4363",13188.4551305177
"4364",26583.3993039123
"4365",51232.0425503789
"4366",32904.5635490289
"4367",27109.9790084075
"4368",38390.5796285356
"4369",49211.2574668828
"4370",27266.9521101979
"4371",21792.1133463303
"4372",24293.3185589814
"4373",18395.7028028363
"4374",22663.6828079974
"4375",47569.8803413714
"4376",25829.5453643134
"4377",27665.2764658723
"4378",45076.0687542873
"4379",24560.8398285143
"4380",30572.3609649783
"4381",41051.3554474652
"4382",61805.3274669522
"4383",26378.5833679963
"4384",29460.1484252437
"4385",21717.7351027753
"4386",32665.5444931524
"4387",46690.5292647393
"4388",17816.9363129314
"4389",13687.5499106249
"4390",102102.497267516
"4391",17999.9650767383
"4392",20092.0803826127
"4393",19472.9349682994
"4394",47434.6477065791
"4395",6241.53533096296
"4396",43024.5980784211
"4397",12520.2387076152
"4398",31816.6393732828
"4399",75060.2125557746
"4400",22677.5265625775
"4401",18528.4018541255
"4402",29318.6268476441
"4403",25275.9448939949
"4404",114677.013937184
"4405",103629.816347058
"4406",16381.0393267908
"4407",74174.1637197879
"4408",55301.3810130199
"4409",50886.9269030051
"4410",26257.1827728571
"4411",33739.7995704928
"4412",36327.5768531314
"4413",36070.6606824289
"4414",15989.9270386461
"4415",33165.3641372585
"4416",33330.5406726248
"4417",17585.9582395628
"4418",30624.0621535228
"4419",12306.0690640161
"4420",43870.9298941137
"4421",51888.304955378
"4422",29129.2954851257
"4423",66376.1932592542
"4424",47017.2132098057
"4425",9644.14567630272
"4426",48999.2572495058
"4427",11779.4920811185
"4428",41607.5494640618
"4429",37443.2960985898
"4430",262429.333030238
"4431",44936.3746969621
"4432",72545.9731945484
"4433",73338.0919883929
"4434",72513.5746736325
"4435",65294.5834702151
"4436",25613.8820966445
"4437",18072.3000626484
"4438",96582.7483601937
"4439",48507.1011668621
"4440",13054.4564352646
"4441",102571.688397396
"4442",18746.3830145007
"4443",58688.2335692763
"4444",27378.1900928869
"4445",13309.076487547
"4446",41438.8161361943
"4447",116629.412468247
"4448",12905.9468941107
"4449",72526.9752675551
"4450",60124.9852709591
"4451",69515.2267391879
"4452",35777.683150338
"4453",22855.2692736324
"4454",10532.8321931276
"4455",51079.8681101236
"4456",42210.0359238822
"4457",48922.8735017679
"4458",50364.2164397526
"4459",70524.1448007508
"4460",29755.9700522247
"4461",26178.1084112837
"4462",53501.9133621243
"4463",33952.5709682339
"4464",130406.279020209
"4465",6986.60019531005
"4466",30570.6686412228
"4467",32183.6262261801
"4468",35658.9858667121
"4469",58984.4457814195
"4470",66450.2145878066
"4471",99382.4275274873
"4472",47026.4518539458
"4473",14207.3699468942
"4474",47372.064624224
"4475",73826.9721475346
"4476",75925.6090159908
"4477",17431.2604204186
"4478",360408.937627598
"4479",138482.391432885
"4480",20941.4019310961
"4481",11542.2064784706
"4482",21748.8802881874
"4483",17755.9119505389
"4484",424601.188489116
"4485",29754.6702387833
"4486",58646.7271993446
"4487",24935.764589412
"4488",11793.2593958689
"4489",67382.7261863361
"4490",77230.6707912003
"4491",43559.8387566868
"4492",105190.382637414
"4493",22744.3111771885
"4494",61835.0768935042
"4495",27526.1458361729
"4496",102320.209283828
"4497",54694.901359612
"4498",88945.166381777
"4499",92990.4339060062
"4500",21473.7230570689
"4501",88338.4722555445
"4502",139933.714974924
"4503",32238.3657973792
"4504",18669.8362121765
"4505",56214.2866994687
"4506",42328.7426807615
"4507",82081.8274788144
"4508",47784.0170959847
"4509",64186.7072337757
"4510",18115.2592037044
"4511",19409.001535785
"4512",34629.2873304491
"4513",22759.9062555681
"4514",90215.8440133127
"4515",110866.869524533
"4516",37008.2211228671
"4517",38386.4161015583
"4518",87998.7965933531
"4519",23844.0773694795
"4520",12231.3861696559
"4521",12527.9315733857
"4522",19017.2466557874
"4523",24750.5043160515
"4524",56807.2068662765
"4525",20823.8115828986
"4526",16302.6142941265
"4527",37808.401306305
"4528",64018.6617412909
"4529",29799.1315863108
"4530",31055.848737774
"4531",45603.5770075136
"4532",38675.8368800726
"4533",35919.8982526932
"4534",35349.5255271486
"4535",45908.2749981534
"4536",25651.7591835802
"4537",72132.8972068717
"4538",21476.0328032865
"4539",39945.7065918821
"4540",24857.8933359055
"4541",23677.7888811379
"4542",47649.5003461716
"4543",49119.4460937046
"4544",31183.2076111581
"4545",54924.8920727166
"4546",30541.901147484
"4547",38268.8728115131
"4548",85787.6440543504
"4549",74403.8868129163
"4550",21289.7008505976
"4551",24988.9403160139
"4552",28728.6393570401
"4553",27121.5820882627
"4554",52176.3184181018
"4555",19952.580585518
"4556",21062.9910892456
"4557",63250.4872501387
"4558",31786.4692418761
"4559",46117.9316092
"4560",95980.1476164544
"4561",18422.9519457242
"4562",41044.3824291175
"4563",62849.6034025894
"4564",118256.278950503
"4565",203556.786143619
"4566",39728.8412960054
"4567",36968.5838679732
"4568",29211.818933515
"4569",3615.03253123253
"4570",84038.7938101864
"4571",78080.7827849763
"4572",64026.7160314414
"4573",40552.0395346476
"4574",14460.0351224996
"4575",71993.978213984
"4576",42286.2667596389
"4577",163954.152547787
"4578",316896.770963818
"4579",41836.949541154
"4580",10378.476619743
"4581",13506.2112483936
"4582",12390.971665842
"4583",40847.7441539739
"4584",7872.22055678464
"4585",65985.2829406516
"4586",15158.7839512044
"4587",15681.0775585256
"4588",35172.1233774644
"4589",113289.197862973
"4590",21003.3252715112
"4591",41310.553987658
"4592",48505.4856993281
"4593",81184.7971030341
"4594",31159.5069266469
"4595",140937.69263272
"4596",36933.8647030835
"4597",153153.540214462
"4598",19105.6470272381
"4599",21358.7109584662
"4600",86326.4144799195
"4601",24596.4536142468
"4602",168097.909295957
"4603",100033.71829204
"4604",85916.3598593693
"4605",29344.1160679627
"4606",117305.680367984
"4607",108643.526749185
"4608",30183.2045919923
"4609",77946.9929688353
"4610",50340.6919453683
"4611",18102.4593326574
"4612",37642.6032925051
"4613",19400.3914046162
"4614",30090.0068400098
"4615",66263.558820263
"4616",20996.104055124
"4617",18484.938632379
"4618",46999.48180683
"4619",49193.3559398435
"4620",9081.89844558256
"4621",30128.622310573
"4622",14664.2782165978
"4623",27700.7450386621
"4624",22249.7562660952
"4625",35532.8344298585
"4626",145088.316320728
"4627",157756.90398506
"4628",47129.6815920313
"4629",33791.9761672585
"4630",92904.307044089
"4631",247327.908038827
"4632",181870.042729806
"4633",231594.454565464
"4634",24550.8091879644
"4635",31562.7121237428
"4636",42556.30267516
"4637",50291.1287837967
"4638",85743.5995358301
"4639",17876.7031179738
"4640",51380.4562971367
"4641",24956.8293183545
"4642",83729.8639872337
"4643",42419.0028856366
"4644",35580.513452112
"4645",54511.1035520306
"4646",20148.5168152134
"4647",33175.8409028347
"4648",14981.4857932636
"4649",22682.7969930529
"4650",61947.648339085
"4651",49850.5583245064
"4652",22663.9708220184
"4653",31114.918910964
"4654",68996.0148396979
"4655",45135.6711758018
"4656",34524.584016987
"4657",89536.8670657594
"4658",77278.5557916278
"4659",21001.8120342496
"4660",96706.9994344835
"4661",15867.5560794678
"4662",46434.7300544458
"4663",6120.13553957504
"4664",29344.7818936655
"4665",40071.8683608287
"4666",30924.3638236651
"4667",93884.9435655718
"4668",55119.8250778849
"4669",15860.2193444803
"4670",84477.6363519678
"4671",16313.9434329675
"4672",27659.107421297
"4673",19958.7659197467
"4674",69903.9597950908
"4675",62244.85434648
"4676",30066.1466394289
"4677",25901.3663107599
"4678",20820.837937837
"4679",10299.6208864876
"4680",20247.9460363011
"4681",43064.2824243617
"4682",42413.8702620965
"4683",23259.0922130041
"4684",30941.5898478094
"4685",70599.5706751731
"4686",43374.4043388802
"4687",94011.9442058443
"4688",47306.6213510856
"4689",19098.0181580486
"4690",38706.4303324555
"4691",10692.3007371983
"4692",42173.5663146916
"4693",43424.6889584645
"4694",62530.1366174832
"4695",58704.1485439245
"4696",40072.8652023306
"4697",12171.7736234348
"4698",52909.0434924842
"4699",5464.85112778675
"4700",29816.4813329516
"4701",11708.3395819442
"4702",24675.0623368316
"4703",6411.33659407687
"4704",104792.570157416
"4705",13312.9698134751
"4706",29123.3481128071
"4707",48786.4057381396
"4708",47053.8211804281
"4709",67434.72421488
"4710",29276.8467305814
"4711",26228.4544802322
"4712",17948.4111603679
"4713",28385.0877254051
"4714",10283.5451753409
"4715",62485.2754959462
"4716",55336.9734193293
"4717",9201.30915443069
"4718",27361.7594159487
"4719",25742.6086386176
"4720",25870.9589218816
"4721",29575.8367802814
"4722",16587.8527977155
"4723",6108.77023877314
"4724",37715.4992728515
"4725",9380.22718641842
"4726",31717.6502806733
"4727",14361.2842550353
"4728",108428.250512783
"4729",34790.0549693719
"4730",32184.1770538568
"4731",22993.6212578325
"4732",63795.5681121225
"4733",14637.3135905476
"4734",57118.5908187423
"4735",64387.8103775925
"4736",85259.2535791978
"4737",34237.2172961703
"4738",48966.2054591025
"4739",87565.1929222631
"4740",12349.0732523972
"4741",92340.1950483688
"4742",32738.3570461856
"4743",60096.9811447946
"4744",10786.4780099056
"4745",21188.8659563974
"4746",30519.008958532
"4747",50479.6419619184
"4748",58822.0727543677
"4749",26591.1867664582
"4750",73731.9213595835
"4751",40090.5771381068
"4752",17602.8308551085
"4753",67767.1333290154
"4754",51472.4949973866
"4755",37496.1075290076
"4756",28430.1861902769
"4757",53260.5242844603
"4758",41329.5329723305
"4759",80798.5111573327
"4760",21877.6160357005
"4761",135233.768580247
"4762",32133.5257518136
"4763",40561.8497173614
"4764",11329.815712177
"4765",73880.887117065
"4766",41024.835238131
"4767",38695.5291052386
"4768",13655.1991404345
"4769",24845.2719540353
"4770",29152.2603061764
"4771",74584.0977094826
"4772",69283.8786312103
"4773",33254.9868150274
"4774",201963.161616197
"4775",58585.9067077561
"4776",72961.132688659
"4777",44694.7328059726
"4778",18326.7235240366
"4779",30983.2379903853
"4780",22054.0530810492
"4781",85324.032523311
"4782",21282.7569055404
"4783",27270.2931028223
"4784",62913.8874861533
"4785",8673.70736977544
"4786",59524.2974372403
"4787",19003.8707108795
"4788",92848.1644957789
"4789",57858.1191065427
"4790",52298.7221005356
"4791",18565.6060757025
"4792",53348.0776353271
"4793",49590.3351252089
"4794",22917.2660494025
"4795",59266.1293383803
"4796",32562.9641913685
"4797",10801.1642340157
"4798",52985.1430804233
"4799",38474.7802952017
"4800",155579.979863154
"4801",31102.6979282031
"4802",76747.7377041349
"4803",18907.197406308
"4804",29914.6963744949
"4805",107178.397714479
"4806",21279.1269003675
"4807",15046.3858477458
"4808",11842.0955978866
"4809",28558.7164257369
"4810",25389.5169021989
"4811",17133.6312079512
"4812",31928.0519465613
"4813",54938.4407576439
"4814",17103.4341188581
"4815",39503.2941559903
"4816",41769.7258589258
"4817",24857.8180880813
"4818",10338.111537735
"4819",68170.2134764974
"4820",38485.8000675029
"4821",12137.0191970158
"4822",20532.4236704035
"4823",44776.1475060286
"4824",22985.564381361
"4825",84454.0498657113
"4826",89474.7135242648
"4827",31827.4795552655
"4828",92587.7458567115
"4829",28314.6835391032
"4830",20894.8734048989
"4831",17186.8062087164
"4832",21893.9288691192
"4833",36701.0483052855
"4834",27849.7457173463
"4835",54575.1593094551
"4836",8038.59678849065
"4837",23110.8127235394
"4838",122676.943082425
"4839",53236.2477933286
"4840",15020.6732548381
"4841",73759.2208719612
"4842",19022.0236877994
"4843",23043.2145066844
"4844",14362.3238416046
"4845",56209.4371153656
"4846",45652.212736902
"4847",45258.5034542069
"4848",42321.3395935802
"4849",49519.0634460084
"4850",49093.2714648122
"4851",94103.1934209543
"4852",42146.6961370943
"4853",69429.8774515556
"4854",92089.5930076668
"4855",13865.8750883681
"4856",30784.7114414717
"4857",67247.1972660201
"4858",183480.611469193
"4859",24523.5932681589
"4860",18314.6167704771
"4861",87122.1608489546
"4862",73090.0078556341
"4863",70490.5735198019
"4864",38150.3198585107
"4865",34555.8023927452
"4866",24353.0272398038
"4867",16666.7709085988
"4868",13059.5700155337
"4869",42927.7822125902
"4870",80765.5992015118
"4871",22985.9489504872
"4872",30855.7224178914
"4873",62446.7420452462
"4874",37329.0657921503
"4875",29225.4068810718
"4876",48208.9159190349
"4877",43483.9192234822
"4878",56836.0152312885
"4879",32081.0193200423
"4880",36116.3292176651
"4881",23720.0414584662
"4882",31655.5563370484
"4883",8959.10163114188
"4884",41414.4254045326
"4885",78545.2382849961
"4886",16846.6533195041
"4887",11243.7524429853
"4888",8666.95773732358
"4889",63632.1167697161
"4890",10678.8697420574
"4891",16099.3413560475
"4892",29148.2366444559
"4893",49836.2454062468
"4894",22843.4616945924
"4895",51415.5493690313
"4896",55836.0748436741
"4897",47479.9620399078
"4898",20503.3857033699
"4899",21694.7844210149
"4900",29418.9850247761
"4901",17326.8450039406
"4902",14328.1847173356
"4903",62645.0080795073
"4904",116210.557640994
"4905",55389.4057139229
"4906",93491.3266868245
"4907",73792.974862081
"4908",7626.93951281165
"4909",94374.2260848541
"4910",56450.2122968529
"4911",71562.7265073747
"4912",159549.213841799
"4913",53010.1558685781
"4914",111911.608347797
"4915",56290.9852785548
"4916",42807.7611468174
"4917",9199.59022459425
"4918",34885.7382436034
"4919",19260.1390570478
"4920",54308.1311978864
"4921",42156.2511938775
"4922",79754.1804026261
"4923",73802.4747036426
"4924",32330.4030577756
"4925",142603.138642529
"4926",42952.8997111057
"4927",86648.8625423784
"4928",47561.8688512331
"4929",111827.165376888
"4930",27647.1211766301
"4931",153142.870407528
"4932",86137.3375118282
"4933",75510.3607849423
"4934",29400.2030488635
"4935",15209.3582499934
"4936",37869.8038908881
"4937",11893.5885684523
"4938",9311.22367668957
"4939",26051.3998183774
"4940",31711.0360393181
"4941",14638.4593466618
"4942",16899.6004041293
"4943",9377.66839614438
"4944",72382.1042933762
"4945",26484.091645412
"4946",33177.5020088665
"4947",134021.968797453
"4948",39353.5054490546
"4949",20132.2840916996
"4950",14446.6697673094
"4951",40994.8097458497
"4952",7513.20672853747
"4953",54260.69809924
"4954",62272.9328489593
"4955",17785.0666502479
"4956",18875.7509369919
"4957",21919.4043675983
"4958",49343.1296954426
"4959",21690.7209617786
"4960",55339.4078943597
"4961",141728.076901138
"4962",53491.1460597652
"4963",102795.46866414
"4964",70052.026364078
"4965",15724.1959177874
"4966",16188.1083684042
"4967",24953.4989443577
"4968",42637.2203100738
"4969",19605.0535463492
"4970",40039.6376020309
"4971",32484.1035819694
"4972",177403.958958803
"4973",19253.5262846962
"4974",37005.0852927899
"4975",133110.227705251
"4976",187309.289610491
"4977",17859.0116594555
"4978",24243.5439685134
"4979",25782.0186834699
"4980",17643.5616673012
"4981",50790.5502938719
"4982",47693.9631004581
"4983",151868.57505003
"4984",79904.4507424253
"4985",22655.1018411887
"4986",17411.3067948863
"4987",15898.6309653156
"4988",20121.8328137101
"4989",9379.75090642968
"4990",282406.416949309
"4991",65896.0045087461
"4992",12377.0782932061
"4993",30679.2841393103
"4994",87517.703209053
"4995",63414.590352533
"4996",32486.421975865
"4997",43240.5341639251
"4998",131168.879088304
"4999",93989.3081732628
"5000",49657.0497411551
"5001",39990.9718752924
"5002",60786.0932704615
"5003",89715.099245203
"5004",28143.2768014771
"5005",14028.7831120013
"5006",63154.6370055557
"5007",111790.224405775
"5008",6919.35292180047
"5009",19727.995154722
"5010",17220.6178359693
"5011",28235.7597401589
"5012",14995.2657285252
"5013",96772.4870354593
"5014",50491.6801243178
"5015",16330.455168551
"5016",99721.7727810224
"5017",7705.66129906276
"5018",30615.621026745
"5019",35726.5158920177
"5020",30801.351922335
"5021",28716.5686966871
"5022",47996.2834735096
"5023",49237.4700285861
"5024",19843.0822822784
"5025",18422.8530963299
"5026",23222.1549214159
"5027",28218.5875484214
"5028",11212.9654130778
"5029",42962.5573542807
"5030",30674.1427521369
"5031",14827.5463952845
"5032",23099.831036813
"5033",59864.8147098827
"5034",34746.5812510109
"5035",33719.3338514778
"5036",32858.8106224425
"5037",46243.9089681704
"5038",16278.0616816719
"5039",33456.1167154387
"5040",52800.8050376116
"5041",75548.0724598459
"5042",32373.8103848582
"5043",41240.9146527771
"5044",32020.1973159
"5045",191049.928783883
"5046",37253.3357858126
"5047",25891.8476984914
"5048",50884.2346993284
"5049",18825.7177227916
"5050",20960.1497809229
"5051",47207.9484839816
"5052",11653.1269379847
"5053",24458.842278452
"5054",38858.7120172675
"5055",105180.110254048
"5056",63367.9958604634
"5057",22020.2197540569
"5058",10087.7448292106
"5059",24300.3320619334
"5060",67466.2540655448
"5061",13128.5997748062
"5062",49481.2058385009
"5063",101370.042623119
"5064",42657.7611645058
"5065",75025.4743910968
"5066",24424.8625465405
"5067",35871.3414118442
"5068",8863.20414163975
"5069",38407.5276707027
"5070",53016.2444551499
"5071",58318.3436273896
"5072",111448.735536489
"5073",29452.3033873617
"5074",80357.8588686143
"5075",32158.6316030497
"5076",51657.2300483729
"5077",45329.7958736817
"5078",31135.8410268239
"5079",70505.904107563
"5080",38759.9254117105
"5081",38592.886778768
"5082",15632.9838932096
"5083",46653.8526006848
"5084",17231.6546556935
"5085",55268.5049592873
"5086",54572.279272811
"5087",136359.377972008
"5088",26893.4498735368
"5089",45468.3944164873
"5090",28807.1793733544
"5091",61418.3228865556
"5092",120201.843785457
"5093",37072.3692259669
"5094",7057.90181191773
"5095",67794.8338943661
"5096",46356.2081348147
"5097",175802.026705293
"5098",47686.6505377364
"5099",28780.7928338788
"5100",78272.8922288067
"5101",58108.8833517299
"5102",68019.7385992048
"5103",34947.1847241546
"5104",82896.5643978574
"5105",41913.8251847587
"5106",27739.3663459813
"5107",46693.0500114581
"5108",48388.6518874159
"5109",32303.3964047604
"5110",36051.213644613
"5111",14425.6425596961
"5112",116190.164552442
"5113",11420.3138837789
"5114",88560.8869336184
"5115",14544.2990525739
"5116",113440.981117423
"5117",189927.073492456
"5118",27068.1238368289
"5119",10402.1037982138
"5120",60601.330151767
"5121",20334.8634597613
"5122",91551.8827604634
"5123",110235.865479547
"5124",17991.3103732647
"5125",92874.6542401109
"5126",28124.4140314016
"5127",71890.3167226982
"5128",18368.6317376905
"5129",44356.8208908802
"5130",35276.9918631066
"5131",31561.4318165577
"5132",12441.0359189843
"5133",32984.4412539795
"5134",22298.4980131983
"5135",10002.1832321902
"5136",221770.364049045
"5137",37828.2435899982
"5138",207280.4462853
"5139",36865.6991273087
"5140",15124.0751857995
"5141",72960.5343185707
"5142",56228.975056392
"5143",12471.6756864213
"5144",76337.0424449869
"5145",105992.452708659
"5146",28437.088036949
"5147",41076.3382701759
"5148",33897.8901200959
"5149",37950.6245600493
"5150",61846.3663980433
"5151",31578.8016616206
"5152",30644.4797110949
"5153",17187.997961127
"5154",37795.7577179546
"5155",71310.5629542825
"5156",18751.5795401352
"5157",64554.9344622596
"5158",37188.8080703428
"5159",139033.715893666
"5160",17162.8448528127
"5161",30957.0136662885
"5162",28093.5094539815
"5163",71904.5152700856
"5164",36010.9060480968
"5165",5666.91540373154
"5166",23791.8605146175
"5167",60225.236275931
"5168",28465.7976365381
"5169",25071.0220539219
"5170",119635.725869639
"5171",21126.3386838373
"5172",16966.9122310448
"5173",29638.0546309634
"5174",15172.3110293572
"5175",95110.7807316829
"5176",63654.2169190882
"5177",25868.1589657854
"5178",51807.0019858166
"5179",57499.0698797383
"5180",40587.363368065
"5181",21677.7744555677
"5182",51534.8429232166
"5183",38501.3009467611
"5184",87772.1744484299
"5185",30410.2235168001
"5186",30469.1337253904
"5187",50839.6133090713
"5188",28761.9156959823
"5189",46234.0305516314
"5190",24641.7528339099
"5191",76312.2289426503
"5192",16089.07738195
"5193",32042.0335843474
"5194",62959.5645068792
"5195",38681.9366098172
"5196",18143.2271491929
"5197",94728.869184081
"5198",95506.1372978877
"5199",33119.3688831844
"5200",58948.2699939501
"5201",52578.5402483706
"5202",14361.4104969339
"5203",51935.0766495624
"5204",71392.0067716572
"5205",35540.1310513059
"5206",10266.6257527051
"5207",24385.1984817672
"5208",9378.6196057216
"5209",24670.1326056888
"5210",27065.2401426692
"5211",17277.3422812582
"5212",81838.9228632196
"5213",29906.7625224071
"5214",75156.2856019563
"5215",88976.1628347631
"5216",19772.5501710886
"5217",33507.1049829835
"5218",30081.7682303635
"5219",76207.1075503849
"5220",10389.9168068809
"5221",75835.7326660656
"5222",38789.2616118535
"5223",72968.5265786814
"5224",14918.2173876964
"5225",25068.1286361543
"5226",71060.5831768742
"5227",13698.3877874832
"5228",21640.6786381799
"5229",76628.0637061775
"5230",17852.9161912085
"5231",37560.8037912081
"5232",30321.074726298
"5233",15922.8868797852
"5234",42857.8871298218
"5235",29251.6790805916
"5236",31115.1375875156
"5237",36148.0020539752
"5238",40965.4041280873
"5239",32986.3371339882
"5240",91569.6697379089
"5241",28871.0752418138
"5242",18016.4812083688
"5243",65701.6195524613
"5244",35826.0552817893
"5245",18435.5598482074
"5246",17813.6056764378
"5247",74449.5223267936
"5248",57802.4581376565
"5249",26179.586402018
"5250",61223.3027545542
"5251",22248.6289865899
"5252",39428.4704982537
"5253",33190.3099081775
"5254",16300.0193548007
"5255",20573.800177814
"5256",129516.326532935
"5257",84166.6629901364
"5258",13916.5803978488
"5259",16651.5825565156
"5260",17754.1855731714
"5261",12068.9632216167
"5262",24308.5831386681
"5263",113715.111583272
"5264",158108.296559862
"5265",31086.5891250012
"5266",145432.116251014
"5267",87149.1638508988
"5268",68746.679818886
"5269",32966.6813129593
"5270",32870.7304454062
"5271",55124.2534098464
"5272",8432.30662779451
"5273",20742.042579864
"5274",55291.7058287695
"5275",28129.5591106816
"5276",57349.9823765896
"5277",225203.950578797
"5278",23574.9594608488
"5279",62799.8785077244
"5280",68998.5246215171
"5281",16586.8904301633
"5282",36180.3453005456
"5283",15088.8808622228
"5284",69540.991195558
"5285",41657.981982954
"5286",26507.9694523139
"5287",36861.0592214205
"5288",68265.0853262231
"5289",18790.0422025401
"5290",16787.1485869774
"5291",17630.4455005821
"5292",52258.7801560744
"5293",118967.803414989
"5294",39513.6378548115
"5295",19075.8139942894
"5296",31202.2434774369
"5297",20551.0009386447
"5298",24572.6671624591
"5299",24949.5673143115
"5300",59740.4665408426
"5301",24864.67886781
"5302",34476.8765548288
"5303",29455.8968898838
"5304",28369.8003096442
"5305",89384.4677152767
"5306",26507.6312647818
"5307",114203.932546748
"5308",101338.180192704
"5309",26393.6856599695
"5310",172179.445820695
"5311",22051.4016924442
"5312",36924.3395632907
"5313",43889.4419998152
"5314",19636.9782521661
"5315",107601.31650332
"5316",33589.0683383514
"5317",32546.1805294703
"5318",60210.1921007236
"5319",30007.1390006319
"5320",23771.0621909354
"5321",13421.5700225341
"5322",7752.43716311183
"5323",25706.7739257409
"5324",46625.255302057
"5325",40476.0693728173
"5326",16204.3513028843
"5327",31353.5523253276
"5328",115828.711896285
"5329",28844.3522584269
"5330",4865.65786296632
"5331",6749.74685986134
"5332",22915.7254117204
"5333",45883.0317396615
"5334",19700.9213507841
"5335",77750.3303062
"5336",42575.0672974079
"5337",47524.4152307229
"5338",84126.6353649242
"5339",67945.377478941
"5340",29501.9525578313
"5341",12942.9209645316
"5342",53353.2117323454
"5343",7382.28938059141
"5344",47090.0334043206
"5345",48097.8099401104
"5346",24830.6559140828
"5347",82000.3532298828
"5348",57231.6028637393
"5349",65705.1125767481
"5350",14183.4217122635
"5351",24692.5218136201
"5352",57178.4176617483
"5353",23088.0145972934
"5354",24173.990073094
"5355",15634.1790326476
"5356",86029.8092136444
"5357",21455.0983038047
"5358",57931.6872877645
"5359",63424.6699779527
"5360",14304.3545482515
"5361",34289.6039016518
"5362",62289.1682906192
"5363",13632.6909414393
"5364",44520.7276677367
"5365",23713.4976406489
"5366",27370.6077717007
"5367",63689.6957867141
"5368",23715.7273495132
"5369",66286.0818900171
"5370",25077.6682383471
"5371",37280.1015085929
"5372",13211.5539728453
"5373",52590.8258346848
"5374",31368.6880751527
"5375",64370.3582559371
"5376",39019.953044318
"5377",73284.1732035383
"5378",37120.3553531933
"5379",43821.836661918
"5380",31815.7973503374
"5381",43302.4854351686
"5382",11297.9256294806
"5383",27114.7955800957
"5384",21264.2064636804
"5385",17494.5563039718
"5386",58736.6975914724
"5387",39466.6838471467
"5388",78050.3571212423
"5389",21252.9649896369
"5390",34421.6783051631
"5391",81113.720659908
"5392",16441.3116865551
"5393",17831.1405076449
"5394",8690.59787201224
"5395",26345.4120166175
"5396",49752.3577002444
"5397",117171.03226458
"5398",24661.8512001072
"5399",43542.9056337719
"5400",39466.2864421371
"5401",90131.0589977897
"5402",10418.3964755168
"5403",73819.9825924799
"5404",19120.6528802311
"5405",34852.6218327731
"5406",44066.8731867475
"5407",113978.011306569
"5408",39442.7706809541
"5409",107604.876976612
"5410",8817.02389197373
"5411",8663.13801918531
"5412",51238.4789521276
"5413",56678.3322588761
"5414",59321.9159831386
"5415",30646.1996008696
"5416",33079.0438774567
"5417",20987.8786361442
"5418",50193.7585878092
"5419",32028.9908151185
"5420",11520.8223257436
"5421",17585.6526040851
"5422",95670.9925739065
"5423",51140.788060223
"5424",14842.7830948857
"5425",37112.7234077147
"5426",29289.9188890575
"5427",17368.0823450033
"5428",20225.0798141854
"5429",4924.94666519876
"5430",41999.1494987453
"5431",63426.0891695562
"5432",70549.7878195087
"5433",43466.6299029755
"5434",18399.9246873314
"5435",102731.952586088
"5436",21907.4329487151
"5437",31146.3759809584
"5438",25205.8384042168
"5439",56074.3327217572
"5440",96837.2247063085
"5441",18652.7842697119
"5442",64748.4483172972
"5443",30470.242421949
"5444",50754.7319860167
"5445",12658.9559854155
"5446",92144.7576616108
"5447",24312.4051702854
"5448",15964.5603085373
"5449",11215.3226162373
"5450",22995.1700539327
"5451",19639.1054888283
"5452",28024.6251138442
"5453",39166.2553500392
"5454",15483.6316697774
"5455",30631.6109669149
"5456",8873.05259742934
"5457",12645.4719048822
"5458",29238.6183743853
